Nr.   Classes Functions      NCSS  Javadocs Package
101    6         1       0        0 org.jsecurity.aop.AnnotationMethodInterceptorEvoSuiteTest
102   14         3       0        0 org.jsecurity.aop.AnnotationHandlerEvoSuiteTest
103    5         1       0        0 org.jsecurity.aop.MethodInterceptorSupportEvoSuiteTest
Average Object NCSS:                 33.95
Average Object Functions:             6.29
Average Object Inner Classes:         0.05
Average Object Javadoc Comments:      0.00
Program NCSS:                     4,449.00

Nr. NCSS CCN JVDC Function
  1    4   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test0()
  2    5   2    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test1()
  3    7   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test2()
  4    4   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test3()
  5    4   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test4()
  6    6   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test5()
  7    6   2    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test6()
  8    7   2    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test7()
  9    7   1    0 org.jsecurity.jndi.JndiLocatorEvoSuiteTest.test8()
 10    6   2    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test0()
 11    3   1    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test1()
 12    5   2    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test2()
 13    5   2    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test3()
 14    6   2    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test4()
 15    7   2    0 org.jsecurity.jndi.JndiTemplateEvoSuiteTest.test5()
 16    3   1    0 org.jsecurity.cache.HashtableCacheManagerEvoSuiteTest.test0()
 17    4   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test0()
 18    4   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test1()
 19    5   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test2()
 20    4   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test3()
 21    5   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test4()
 22    7   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test5()
 23    4   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test6()
 24    4   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test7()
 25    7   1    0 org.jsecurity.cache.HashtableCacheEvoSuiteTest.test8()
 26    6   2    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test0()
 27    6   2    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test1()
 28    5   1    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test2()
 29    6   1    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test3()
 30    5   1    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test4()
 31    8   1    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test5()
 32    9   1    0 org.jsecurity.realm.activedirectory.ActiveDirectoryRealmEvoSuiteTest.test6()
 33    6   2    0 org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest.test0()
 34    5   2    0 org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest.test1()
 35    5   2    0 org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest.test2()
 36    7   2    0 org.jsecurity.realm.jndi.JndiRealmFactoryEvoSuiteTest.test3()
 37    5   1    0 org.jsecurity.realm.AuthenticatingRealmEvoSuiteTest.test0()
 38    7   1    0 org.jsecurity.realm.AuthenticatingRealmEvoSuiteTest.test1()
 39    5   1    0 org.jsecurity.realm.AuthenticatingRealmEvoSuiteTest.test2()
 40    5   1    0 org.jsecurity.realm.AuthenticatingRealmEvoSuiteTest.test3()
 41    4   1    0 org.jsecurity.realm.CachingRealmEvoSuiteTest.test0()
 42    6   1    0 org.jsecurity.realm.CachingRealmEvoSuiteTest.test1()
 43    5   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test0()
 44    5   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test1()
 45    5   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test2()
 46    7   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test3()
 47    8   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test4()
 48    3   1    0 org.jsecurity.realm.text.TextConfigurationRealmEvoSuiteTest.test5()
 49    4   1    0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest.test0()
 50    5   1    0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest.test1()
 51    5   2    0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest.test2()
 52    4   1    0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest.test3()
 53    4   1    0 org.jsecurity.realm.text.PropertiesRealmEvoSuiteTest.test4()
 54    4   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test0()
 55    4   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test1()
 56    4   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test2()
 57    5   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test3()
 58    4   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test4()
 59    4   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test5()
 60    6   2    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test6()
 61    6   2    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test7()
 62    6   2    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test8()
 63    5   2    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test9()
 64    5   1    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test10()
 65    7   2    0 org.jsecurity.realm.jdbc.JdbcRealmEvoSuiteTest.test11()
 66    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test0()
 67    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test1()
 68    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test2()
 69    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test3()
 70    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test4()
 71    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test5()
 72    7   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test6()
 73    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test7()
 74    8   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test8()
 75    4   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test9()
 76    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test10()
 77    9   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test11()
 78    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test12()
 79    8   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test13()
 80    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test14()
 81    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test15()
 82    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test16()
 83    8   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test17()
 84    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test18()
 85    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test19()
 86   10   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test20()
 87    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test21()
 88    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test22()
 89    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test23()
 90   10   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test24()
 91    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test25()
 92    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test26()
 93    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test27()
 94    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test28()
 95    5   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test29()
 96    7   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test30()
 97    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test31()
 98    7   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test32()
 99    6   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test33()
100    6   1    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test34()
101    8   2    0 org.jsecurity.realm.AuthorizingRealmEvoSuiteTest.test35()
102    4   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test0()
103    4   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test1()
104    4   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test2()
105    4   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test3()
106    4   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test4()
107    5   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test5()
108    5   1    0 org.jsecurity.realm.ldap.AbstractLdapRealmEvoSuiteTest.test6()
109    5   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test0()
110    3   1    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test1()
111    3   1    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test2()
112    3   1    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test3()
113    3   1    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test4()
114    9   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test5()
115    7   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test6()
116    6   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test7()
117    8   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test8()
118    8   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test9()
119    8   2    0 org.jsecurity.realm.ldap.DefaultLdapContextFactoryEvoSuiteTest.test10()
120    2   1    0 org.jsecurity.realm.ldap.LdapUtilsEvoSuiteTest.test0()
121    3   1    0 org.jsecurity.realm.ldap.LdapUtilsEvoSuiteTest.test1()
122    5   1    0 org.jsecurity.realm.ldap.LdapUtilsEvoSuiteTest.test2()
123    5   2    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test0()
124    7   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test1()
125    8   2    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test2()
126    5   2    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test3()
127    4   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test4()
128    6   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test5()
129    7   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test6()
130    3   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test7()
131    3   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test8()
132    4   1    0 org.jsecurity.realm.SimpleAccountRealmEvoSuiteTest.test9()
133    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test0()
134    3   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test1()
135    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test2()
136    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test3()
137    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test4()
138    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test5()
139    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test6()
140    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test7()
141    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test8()
142    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test9()
143    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test10()
144    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test11()
145    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test12()
146    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test13()
147    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test14()
148    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test15()
149    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test16()
150    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test17()
151    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test18()
152    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test19()
153    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test20()
154    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test21()
155    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test22()
156    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test23()
157    4   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test24()
158    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test25()
159    5   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test26()
160    6   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test27()
161    6   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test28()
162    6   1    0 org.jsecurity.util.AntPathMatcherEvoSuiteTest.test29()
163    5   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test0()
164    3   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test1()
165    4   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test2()
166    3   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test3()
167    5   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test4()
168    3   1    0 org.jsecurity.util.CollectionUtilsEvoSuiteTest.test5()
169    2   1    0 org.jsecurity.util.JdbcUtilsEvoSuiteTest.test0()
170    2   1    0 org.jsecurity.util.JdbcUtilsEvoSuiteTest.test1()
171    2   1    0 org.jsecurity.util.JdbcUtilsEvoSuiteTest.test2()
172    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test0()
173    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test1()
174    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test2()
175    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test3()
176    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test4()
177    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test5()
178    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test6()
179    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test7()
180    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test8()
181    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test9()
182    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test10()
183    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test11()
184    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test12()
185    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test13()
186    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test14()
187    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test15()
188    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test16()
189    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test17()
190    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test18()
191    4   2    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test19()
192    4   2    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test20()
193    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test21()
194    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test22()
195    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test23()
196    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test24()
197    3   1    0 org.jsecurity.util.StringUtilsEvoSuiteTest.test25()
198    3   1    0 org.jsecurity.util.PermissionUtilsEvoSuiteTest.test0()
