Nr.   Classes Functions      NCSS  Javadocs Package
 25   65        11       0        8 com.sap.managementconsole.soap.axis.saphostcontrol.InstanceSelector
 26   50        11       0        2 com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseStatus
 27   64        11       0        8 com.sap.managementconsole.soap.axis.saphostcontrol.TargetService
 28  100        16       0       13 com.sap.managementconsole.soap.axis.saphostcontrol.OperationException
 29   66        11       0        8 com.sap.managementconsole.soap.axis.saphostcontrol.ResponseMessage
 30   51         9       0        6 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifier
 31  294        45       0       42 com.sap.managementconsole.soap.axis.sapcontrol.J2EECache2
 32  108        17       0       14 com.sap.managementconsole.soap.axis.sapcontrol.SubProfileParameter
 33  251        37       0       34 com.sap.managementconsole.soap.axis.sapcontrol.J2EEEJBSession
 34   46        11       0        2 com.sap.managementconsole.soap.axis.sapcontrol.RESTRICTIONTYPE
 35  197        27       0       24 com.sap.managementconsole.soap.axis.sapcontrol.ProfileParameter
 36 3020        75       0        1 com.sap.managementconsole.soap.axis.sapcontrol.SAPControl_BindingStub
 37    5         2       0        1 com.sap.managementconsole.soap.axis.sapcontrol.holders.STATECOLORHolder
 38    5         2       0        1 com.sap.managementconsole.soap.axis.sapcontrol.holders.ArrayOfStringHolder
 39    5         2       0        1 com.sap.managementconsole.soap.axis.sapcontrol.holders.ArrayOfAlertHolder
 40    5         2       0        1 com.sap.managementconsole.soap.axis.sapcontrol.holders.AlertHolder
 41  206        31       0       28 com.sap.managementconsole.soap.axis.sapcontrol.ICMConnection
 42  104        17       0       14 com.sap.managementconsole.soap.axis.sapcontrol.J2EESharedTableInfo
 43  165        25       0       22 com.sap.managementconsole.soap.axis.sapcontrol.ICMCacheEntry
 44  257        37       0       34 com.sap.managementconsole.soap.axis.sapcontrol.WorkProcess
 45  183        29       0       26 com.sap.managementconsole.soap.axis.sapcontrol.J2EEClusterMsg
 46   61        15       0        6 com.sap.managementconsole.soap.axis.sapcontrol.SAPControl_ServiceLocator
 47   81        13       0       10 com.sap.managementconsole.soap.axis.sapcontrol.InstanceProperty
 48  279        43       0       40 com.sap.managementconsole.soap.axis.sapcontrol.J2EECache
 49  283        41       0       38 com.sap.managementconsole.soap.axis.sapcontrol.ICMProxyConnection
 50   79        13       0       10 com.sap.managementconsole.soap.axis.sapcontrol.DirEntry
 51  226        35       0       32 com.sap.managementconsole.soap.axis.sapcontrol.GCInfo
 52  109        17       0       14 com.sap.managementconsole.soap.axis.sapcontrol.J2EEApplicationAlias
 53   94        15       0       12 com.sap.managementconsole.soap.axis.sapcontrol.LogFile
 54  237        35       0       32 com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcess
 55  253        39       0       36 com.sap.managementconsole.soap.axis.sapcontrol.GCInfo2
 56   46        11       0        2 com.sap.managementconsole.soap.axis.sapcontrol.J2EEPSTATE
 57  134        21       0       18 com.sap.managementconsole.soap.axis.sapcontrol.SAPInstance
 58  178        27       0       24 com.sap.managementconsole.soap.axis.sapcontrol.J2EESession
 59  155        23       0       20 com.sap.managementconsole.soap.axis.sapcontrol.SyslogEntry
 60  109        17       0       14 com.sap.managementconsole.soap.axis.sapcontrol.AccessPoint
 61  140        21       0       18 com.sap.managementconsole.soap.axis.sapcontrol.Alert
 62  109        17       0       14 com.sap.managementconsole.soap.axis.sapcontrol.ICMThread
 63   85        13       0       10 com.sap.managementconsole.soap.axis.sapcontrol.SetProfileParameter
 64  145        23       0       20 com.sap.managementconsole.soap.axis.sapcontrol.HeapInfo
 65  196        29       0       26 com.sap.managementconsole.soap.axis.sapcontrol.AlertNode
 66   65        64       0       65 com.sap.managementconsole.soap.axis.sapcontrol.SAPControlPortType
 67  129        19       0       16 com.sap.managementconsole.soap.axis.sapcontrol.ParameterRestriction
 68  250        37       0       34 com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcess2
 69   40        11       0        2 com.sap.managementconsole.soap.axis.sapcontrol.VISIBLELEVEL
 70  210        31       0       28 com.sap.managementconsole.soap.axis.sapcontrol.EnqLock
 71  230        33       0       30 com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread
 72  178        27       0       24 com.sap.managementconsole.soap.axis.sapcontrol.J2EEWebSession
 73  243        35       0       32 com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread2
 74  116        19       0       16 com.sap.managementconsole.soap.axis.sapcontrol.TaskHandlerQueue
 75  138        21       0       18 com.sap.managementconsole.soap.axis.sapcontrol.OSProcess
 76  178        27       0       24 com.sap.managementconsole.soap.axis.sapcontrol.J2EERemoteObject
 77   44        11       0        2 com.sap.managementconsole.soap.axis.sapcontrol.StartStopOption
 78    4         3       0        2 com.sap.managementconsole.soap.axis.sapcontrol.SAPControl_Service
 79   81        13       0       10 com.sap.managementconsole.soap.axis.sapcontrol.InstanceVersionInfo
 80   40        11       0        2 com.sap.managementconsole.soap.axis.sapcontrol.STATECOLOR
 81   16         1       0        0 com.sap.netweaver.porta.mon.DeployManagerAuthenticationCallback
 82   10         1       0        0 com.sap.netweaver.porta.mon.RestartCommand
 83    7         1       0        0 com.sap.netweaver.porta.mon.ExitCommand
 84   16         1       0        0 com.sap.netweaver.porta.mon.LifecycleManagerAuthenticationCallback
 85   24         1       0        0 com.sap.netweaver.porta.mon.UndeployCommand
 86   22         2       0        0 com.sap.netweaver.porta.mon.DeployCommand
 87   16         1       0        0 com.sap.netweaver.porta.mon.StartAppCommand
 88   14         2       0        0 com.sap.netweaver.porta.mon.DisableDebuggingCommand
 89   17         1       0        0 com.sap.netweaver.porta.mon.Command
 90   13         3       0        0 com.sap.netweaver.porta.mon.AppCommand
 91   10         1       0        0 com.sap.netweaver.porta.mon.StopCommand
 92   96        14       0        0 com.sap.netweaver.porta.mon.PortaMon
 93   18         1       0        0 com.sap.netweaver.porta.mon.EnableDebuggingCommand
 94   10         1       0        0 com.sap.netweaver.porta.mon.StateCommand
 95   10         1       0        0 com.sap.netweaver.porta.mon.StartCommand
 96   16         1       0        0 com.sap.netweaver.porta.mon.StopAppCommand
 97   29         1       0        0 com.sap.netweaver.porta.mon.CommandFactory
 98   31         1       0        0 com.sap.netweaver.porta.mon.ListAppsCommand
 99   56         4       0        0 com.sap.netweaver.porta.ide.eclipse.util.ProxyUtil
100    7         1       0        0 com.sap.netweaver.porta.ide.eclipse.util.ProxyUtilCaller
101   16         2       0        1 com.sap.netweaver.porta.ide.eclipse.util.FacetUtil
102   12         4       0        0 com.sap.netweaver.porta.ide.eclipse.util.SapNWServerUtil
103   14         3       0        0 com.sap.netweaver.porta.ide.eclipse.util.StatusUtil
104   35        10       1        0 com.sap.netweaver.porta.ide.eclipse.SapNWPlugin
105    2         1       0        0 com.sap.netweaver.porta.ide.eclipse.SapNWPlugin.Runnable
106   16         5       0        0 com.sap.netweaver.porta.ide.eclipse.axis.proxy.AxisTransportClientProperties
107    7         2       0        0 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW711Runtime
108    7         2       0        0 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW720Runtime
109    7         2       0        0 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW710Runtime
110   35         9       0        0 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntime
111   33         3       0        0 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeClasspathProvider
112   16         3       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.PublishException
113   44         6       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.ModuleExportOperation
114    8         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationTabGroup
115   21         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegate
116  112        12       2        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperation
117    3         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperation.UIJob
118    3         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperation.UIJob
119    7         1       0        1 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationDelegate
120   56         2       1        0 com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallback
121   25         4       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallback.ShowDialogRunnable
122   40         2       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWSourcePathComputerDelegate
123  159        23       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWServerBehavior
124   45         6       0        0 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishTask
125   15         2       0        0 com.sap.netweaver.porta.ide.eclipse.server.SapNWRefreshStateJob
126  113        20       0        0 com.sap.netweaver.porta.ide.eclipse.server.SapNWServer
127   41         8       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerWizardFragment
128   56         9       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeWizardFragment
129  132        10       3        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite
130    4         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite.ModifyListener
131    5         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite.ModifyListener
132   10         1       1        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite.SelectionAdapter
133    8         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite.SelectionAdapter.Runnable
134  110         5       4        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite
135    3         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite.ModifyListener
136    3         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite.ModifyListener
137    7         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite.SelectionAdapter
138    2         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite.SelectionAdapter
139   42         5       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.PublishProblemDialog
140   38         5       1        0 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialog
141    2         1       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialog.FocusAdapter
142   43         5       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.LoginDialog
143   36         3       0        0 com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSection
144    2         1       0        2 com.sap.netweaver.porta.core.AuthenticationCallback
145   10         3       0        0 com.sap.netweaver.porta.core.ApplicationStatus
146    6         5       0        6 com.sap.netweaver.porta.core.Server
147    6         5       0        6 com.sap.netweaver.porta.core.DeployManager
148    9         4       0        5 com.sap.netweaver.porta.core.NotAuthorizedException
149    2         1       0        2 com.sap.netweaver.porta.core.CoreModule
150   29         1       0        2 com.sap.netweaver.porta.core.ServerFactory
151   10         3       0        0 com.sap.netweaver.porta.core.DeployResultStatus
152    8         2       0        0 com.sap.netweaver.porta.core.ProxyException
153   10         4       0        5 com.sap.netweaver.porta.core.AuthenticationRefusedException
154   10         4       0        5 com.sap.netweaver.porta.core.CoreException
155   24        10       0        0 com.sap.netweaver.porta.core.nw7.ApplicationImpl
156   11        10       0        0 com.sap.netweaver.porta.core.nw7.DMUtils
157   88         9       6        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl
158   16         4       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
159    4         1       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
160    4         1       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
161    2         1       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
162    2         1       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
163    3         1       0        0 com.sap.netweaver.porta.core.nw7.DeployManagerImpl.DeployOperationContext
164    6         5       0        0 com.sap.netweaver.porta.core.nw7.OperationContext
165   46         7       0        0 com.sap.netweaver.porta.core.nw7.ServerImpl
166   26         1       1        0 com.sap.netweaver.porta.core.nw7.ServerFactory
167   10         3       0        0 com.sap.netweaver.porta.core.nw7.ServerFactory.MapKey
168   49        10       0        0 com.sap.netweaver.porta.core.nw7.DMUtilsImpl
169   52         6       0        0 com.sap.netweaver.porta.core.nw7.LMUtilsImpl
170   50         3       0        0 com.sap.netweaver.porta.core.nw7.FileUploaderImpl
171    3         2       0        0 com.sap.netweaver.porta.core.nw7.FileUploader
172   93        10       7        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl
173   11         4       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
174    6         2       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
175    2         1       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
176   11         3       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
177    6         2       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
178    2         1       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
179    6         2       0        0 com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl.LifecycleOperationContext
180   45         4       0        0 com.sap.netweaver.porta.core.nw7.Operation
181   11         3       0        0 com.sap.netweaver.porta.core.nw7.DeployResultImpl
182    7         6       0        0 com.sap.netweaver.porta.core.nw7.LMUtils
183   14         5       0        0 com.sap.netweaver.porta.core.nw7.CoreModuleImpl
184    7         3       0        0 com.sap.netweaver.porta.core.nw7.FaultReasons
185    8         2       0        1 com.sap.netweaver.porta.core.NoWSGateException
186   11         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetGetSystemName
187   29         3       0        0 com.sap.netweaver.porta.core.snippets.SnippetUseDeployManager
188   11         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetPing
189   13         2       0        0 com.sap.netweaver.porta.core.snippets.SnippetGetProcessList
190   13         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetServerFactory
191   17         2       0        0 com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstance
192   62         4       1        0 com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceAuthCallback
193   17         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceAuthCallback.AuthCallback
194   13         2       0        0 com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessList
195    8         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetGetHttpAccessPoint
196   42         1       1        0 com.sap.netweaver.porta.core.snippets.SnippetStartStopServer
197   17         1       0        0 com.sap.netweaver.porta.core.snippets.SnippetStartStopServer.AuthCallback
198   30         4       0        0 com.sap.netweaver.porta.core.snippets.SnippetShutdownInstance
199   23         3       0        0 com.sap.netweaver.porta.core.snippets.SnippetGetApplications
200    5         2       0        0 com.sap.netweaver.porta.core.ServerState
201   10         3       0        4 com.sap.netweaver.porta.core.Credentials
202   25         5       0        0 com.sap.netweaver.porta.core.mock.DeployManagerMock
203   10         3       0        0 com.sap.netweaver.porta.core.mock.DeployResultMock
204    6         1       0        0 com.sap.netweaver.porta.core.mock.ServerFactory
205   26         4       0        0 com.sap.netweaver.porta.core.mock.CoreModuleMock
206   16         5       0        0 com.sap.netweaver.porta.core.mock.ServerMock
207   62         8       2        0 com.sap.netweaver.porta.core.mock.LifecycleManagerMock
208    6         1       0        0 com.sap.netweaver.porta.core.mock.LifecycleManagerMock.Thread
209    6         1       0        0 com.sap.netweaver.porta.core.mock.LifecycleManagerMock.Thread
210   54        18       0        0 com.sap.netweaver.porta.core.mock.ApplicationMock
211    7         6       0        7 com.sap.netweaver.porta.core.LifecycleManager
212    3         2       0        3 com.sap.netweaver.porta.core.DeployResult
213    7         6       0        7 com.sap.netweaver.porta.core.Application
214   10         3       0        4 com.sap.netweaver.porta.core.DebugSessionInfo
215    1         0       0        0 com.sap.netweaver.porta.core.AuthenticationReason
216   82        15       0        8 com.sap.engine.services.dc.wsgate.Deploy
217   54        13       0        0 com.sap.engine.services.dc.wsgate.DeployWSPortTypeProxy
218   82        15       0        8 com.sap.engine.services.dc.wsgate.Undeploy
219   51         9       0        6 com.sap.engine.services.dc.wsgate.DeployLocalResponse
220   51         9       0        6 com.sap.engine.services.dc.wsgate.UndeployResponse
221    8         7       0        1 com.sap.engine.services.dc.wsgate.DeployWSPortType
222   51         9       0        6 com.sap.engine.services.dc.wsgate.DeployResponse
223   51         9       0        6 com.sap.engine.services.dc.wsgate.GetVersionResponse
224   68        12       0        9 com.sap.engine.services.dc.wsgate.DeployFault
225   82        15       0        8 com.sap.engine.services.dc.wsgate.DeployLocal
226    4         3       0        1 com.sap.engine.services.dc.wsgate.DeployWSService
227   69        11       0        8 com.sap.engine.services.dc.wsgate.ArchiveFile
228   66        11       0        8 com.sap.engine.services.dc.wsgate.Option
229   35         6       0        4 com.sap.engine.services.dc.wsgate.GetVersion
230  488        12       0        1 com.sap.engine.services.dc.wsgate.DeployWSPortTypeBindingStub
231   89        15       0       10 com.sap.engine.services.dc.wsgate.DeployResult
232   82        15       0        8 com.sap.engine.services.dc.wsgate.Start
233   61        15       0        5 com.sap.engine.services.dc.wsgate.DeployWSServiceLocator
234  126        19       0       16 com.sap.engine.services.dc.wsgate.Application
235   82        15       0        8 com.sap.engine.services.dc.wsgate.Stop
Average Object NCSS:                 73.37
Average Object Functions:             9.51
Average Object Inner Classes:         0.13
Average Object Javadoc Comments:      5.62
Program NCSS:                    17,953.00

 Nr. NCSS CCN JVDC Function
   1    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_Service.getSAPHostControlAddress()
   2    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_Service.getSAPHostControl()
   3    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_Service.getSAPHostControl(java.net.URL)
   4    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.SAPHostControl_ServiceLocator()
   5    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.SAPHostControl_ServiceLocator(org.apache.axis.EngineConfiguration)
   6    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.SAPHostControl_ServiceLocator(java.lang.String,javax.xml.namespace.QName)
   7    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getSAPHostControlAddress()
   8    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getSAPHostControlWSDDServiceName()
   9    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.setSAPHostControlWSDDServiceName(java.lang.String)
  10    6   3    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getSAPHostControl()
  11    6   3    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getSAPHostControl(java.net.URL)
  12    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.setSAPHostControlEndpointAddress(java.lang.String)
  13    8   7    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getPort(Class)
  14   10   5    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getPort(javax.xml.namespace.QName,Class)
  15    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getServiceName()
  16    5   2    0 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.getPorts()
  17    5   3    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.setEndpointAddress(java.lang.String,java.lang.String)
  18    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator.setEndpointAddress(javax.xml.namespace.QName,java.lang.String)
  19    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.ACOperation()
  20    3   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.ACOperation(com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationCode,com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationArguments[])
  21    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.getMOperationCode()
  22    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.setMOperationCode(com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationCode)
  23    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.getMOperationArguments()
  24    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.setMOperationArguments(com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationArguments[])
  25   15  17    0 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.equals(java.lang.Object)
  26   14   8    0 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.hashCode()
  27    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.getTypeDesc()
  28    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.getSerializer(java.lang.String,java.lang.Class,javax.xml.namespace.QName)
  29    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation.getDeserializer(java.lang.String,java.lang.Class,javax.xml.namespace.QName)
  30    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.CIMObject()
  31    3   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.CIMObject(com.sap.managementconsole.soap.axis.saphostcontrol.CIMAttribute[],com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject[])
  32    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.getMProperties()
  33    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.setMProperties(com.sap.managementconsole.soap.axis.saphostcontrol.CIMAttribute[])
  34    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.getMMembers()
  35    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.setMMembers(com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject[])
  36   15  17    0 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.equals(java.lang.Object)
  37   17  11    0 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.hashCode()
  38    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.getTypeDesc()
  39    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.getSerializer(java.lang.String,java.lang.Class,javax.xml.namespace.QName)
  40    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject.getDeserializer(java.lang.String,java.lang.Class,javax.xml.namespace.QName)
  41    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.holders.ArrayOfDatabaseComponentHolder.ArrayOfDatabaseComponentHolder()
  42    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.holders.ArrayOfDatabaseComponentHolder.ArrayOfDatabaseComponentHolder(com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseComponent[])
  43    1   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.holders.DatabaseComponentHolder.DatabaseComponentHolder()
  44    2   1    0 com.sap.managementconsole.soap.axis.saphostcontrol.holders.DatabaseComponentHolder.DatabaseComponentHolder(com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseComponent)
