Nr.   Classes Functions      NCSS  Javadocs Package
 68  131        31       0       32 com.sap.managementconsole.soap.axis.sapcontrol.SAPInstanceTest
 69    5         3       0        4 com.sap.managementconsole.soap.axis.sapcontrol.SAPControlPortTypeTest
 70  143        34       0       35 com.sap.managementconsole.soap.axis.sapcontrol.J2EEThreadTest
 71  188        31       0       32 com.sap.managementconsole.soap.axis.sapcontrol.SAPControl_ServiceLocatorTest
 72  105        25       0       26 com.sap.managementconsole.soap.axis.sapcontrol.InstanceVersionInfoTest
 73  225        52       0       53 com.sap.managementconsole.soap.axis.sapcontrol.J2EECacheTest
 74  114        27       0       28 com.sap.managementconsole.soap.axis.sapcontrol.LogFileTest
 75  164        39       0       40 com.sap.managementconsole.soap.axis.sapcontrol.J2EEProcessTest
 76  137        33       0       34 com.sap.managementconsole.soap.axis.sapcontrol.AlertNodeTest
 77  148        35       0       36 com.sap.managementconsole.soap.axis.sapcontrol.ICMCacheEntryTest
 78  123        29       0       30 com.sap.managementconsole.soap.axis.sapcontrol.J2EESharedTableInfoTest
 79   70        18       0       19 com.sap.managementconsole.soap.axis.sapcontrol.StartStopOptionTest
 80  132        31       0       32 com.sap.managementconsole.soap.axis.sapcontrol.TaskHandlerQueueTest
 81   45        13       0       14 com.sap.netweaver.porta.mon.DeployCommandTest
 82   70        14       0       15 com.sap.netweaver.porta.mon.AppCommandTest
 83   49        14       0       15 com.sap.netweaver.porta.mon.StopAppCommandTest
 84   29         9       0       10 com.sap.netweaver.porta.mon.EnableDebuggingCommandTest
 85    5         3       0        4 com.sap.netweaver.porta.mon.CommandTest
 86   33        10       0       11 com.sap.netweaver.porta.mon.DisableDebuggingCommandTest
 87   38        14       0       15 com.sap.netweaver.porta.mon.PortaMonTest
 88   57        16       0       17 com.sap.netweaver.porta.mon.CommandFactoryTest
 89   29         9       0       10 com.sap.netweaver.porta.mon.StartCommandTest
 90   20         6       0        7 com.sap.netweaver.porta.mon.LifecycleManagerAuthenticationCallbackTest
 91   29         9       0       10 com.sap.netweaver.porta.mon.StateCommandTest
 92   61        17       0       18 com.sap.netweaver.porta.mon.UndeployCommandTest
 93   29         9       0       10 com.sap.netweaver.porta.mon.RestartCommandTest
 94   49        14       0       15 com.sap.netweaver.porta.mon.StartAppCommandTest
 95   29         9       0       10 com.sap.netweaver.porta.mon.StopCommandTest
 96   20         6       0        7 com.sap.netweaver.porta.mon.DeployManagerAuthenticationCallbackTest
 97   33        10       0       11 com.sap.netweaver.porta.mon.ListAppsCommandTest
 98   53        15       0       16 com.sap.netweaver.porta.ide.eclipse.util.SapNWServerUtilTest
 99   25         7       0        8 com.sap.netweaver.porta.ide.eclipse.util.FacetUtilTest
100   26        10       0       11 com.sap.netweaver.porta.ide.eclipse.util.ProxyUtilCallerTest
101   49        13       0       14 com.sap.netweaver.porta.ide.eclipse.util.StatusUtilTest
102   23         9       0       10 com.sap.netweaver.porta.ide.eclipse.util.ProxyUtilTest
103   45        13       0       14 com.sap.netweaver.porta.ide.eclipse.axis.proxy.AxisTransportClientPropertiesTest
104   16         6       0        7 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW720RuntimeTest
105   16         6       0        7 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW711RuntimeTest
106   16         6       0        7 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW710RuntimeTest
107   48        13       0       14 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeTest
108   47        10       0       11 com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeClasspathProviderTest
109  310        80       0       81 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWServerBehaviorTest
110   53        11       0       12 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegateTest
111   35         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallbackTest
112   33         7       0        8 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationDelegateTest
113   14         5       0        6 com.sap.netweaver.porta.ide.eclipse.server.control.PublishExceptionTest
114   85        13       0       14 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishTaskTest
115   53        15       0       16 com.sap.netweaver.porta.ide.eclipse.server.control.ModuleExportOperationTest
116   35         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperationTest
117   10         4       0        5 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationTabGroupTest
118   41         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.control.SapNWSourcePathComputerDelegateTest
119   33         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.SapNWRefreshStateJobTest
120   74        15       0       16 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerWizardFragmentTest
121  143        34       0       35 com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeWizardFragmentTest
122   41        10       0       11 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialogTest
123   20         6       0        7 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.PublishProblemDialogTest
124   38         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.LoginDialogTest
125   30         9       0       10 com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSectionTest
126  197        40       0       41 com.sap.netweaver.porta.ide.eclipse.server.SapNWServerTest
127   53        15       0       16 com.sap.netweaver.porta.ide.eclipse.SapNWPluginTest
128    5         3       0        4 com.sap.netweaver.porta.core.ApplicationTest
129   18         6       0        7 com.sap.netweaver.porta.core.DebugSessionInfoTest
130    5         3       0        4 com.sap.netweaver.porta.core.AuthenticationReasonTest
131    5         3       0        4 com.sap.netweaver.porta.core.CoreModuleTest
132   14         5       0        6 com.sap.netweaver.porta.core.ProxyExceptionTest
133   15         5       0        6 com.sap.netweaver.porta.core.NoWSGateExceptionTest
134    5         3       0        4 com.sap.netweaver.porta.core.ServerTest
135   86        23       0       24 com.sap.netweaver.porta.core.nw7.ServerImplTest
136    5         3       0        4 com.sap.netweaver.porta.core.nw7.OperationContextTest
137  198        33       0       34 com.sap.netweaver.porta.core.nw7.LifecycleManagerImplTest
138  108        23       0       24 com.sap.netweaver.porta.core.nw7.DMUtilsImplTest
139   13         5       0        6 com.sap.netweaver.porta.core.nw7.FaultReasonsTest
140    5         3       0        4 com.sap.netweaver.porta.core.nw7.FileUploaderTest
141  169        35       0       36 com.sap.netweaver.porta.core.nw7.LMUtilsImplTest
142   18         6       0        7 com.sap.netweaver.porta.core.nw7.DeployResultImplTest
143    5         3       0        4 com.sap.netweaver.porta.core.nw7.LMUtilsTest
144   20         7       0        8 com.sap.netweaver.porta.core.nw7.ServerFactoryTest
145   56        15       0       16 com.sap.netweaver.porta.core.nw7.ApplicationImplTest
146  200        29       0       30 com.sap.netweaver.porta.core.nw7.DeployManagerImplTest
147   29         9       0       10 com.sap.netweaver.porta.core.nw7.OperationTest
148   30         7       0        8 com.sap.netweaver.porta.core.nw7.CoreModuleImplTest
149   85        19       0       20 com.sap.netweaver.porta.core.nw7.FileUploaderImplTest
150    5         3       0        4 com.sap.netweaver.porta.core.nw7.DMUtilsTest
151    5         3       0        4 com.sap.netweaver.porta.core.AuthenticationCallbackTest
152   32        12       0       13 com.sap.netweaver.porta.core.snippets.SnippetGetApplicationsTest
153   26         8       0        9 com.sap.netweaver.porta.core.snippets.SnippetUseDeployManagerTest
154   56        20       0       21 com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceAuthCallbackTest
155   29        11       0       12 com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceTest
156   17         7       0        8 com.sap.netweaver.porta.core.snippets.SnippetPingTest
157   17         7       0        8 com.sap.netweaver.porta.core.snippets.SnippetServerFactoryTest
158   14         6       0        7 com.sap.netweaver.porta.core.snippets.SnippetGetHttpAccessPointTest
159   23         9       0       10 com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessListTest
160   35        13       0       14 com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstanceTest
161   23         9       0       10 com.sap.netweaver.porta.core.snippets.SnippetGetProcessListTest
162   53        19       0       20 com.sap.netweaver.porta.core.snippets.SnippetStartStopServerTest
163   17         7       0        8 com.sap.netweaver.porta.core.snippets.SnippetGetSystemNameTest
164   21         7       0        8 com.sap.netweaver.porta.core.ApplicationStatusTest
165   21         7       0        8 com.sap.netweaver.porta.core.DeployResultStatusTest
166    5         3       0        4 com.sap.netweaver.porta.core.DeployManagerTest
167   24         8       0        9 com.sap.netweaver.porta.core.ServerFactoryTest
168   21         7       0        8 com.sap.netweaver.porta.core.NotAuthorizedExceptionTest
169   18         6       0        7 com.sap.netweaver.porta.core.CredentialsTest
170   21         7       0        8 com.sap.netweaver.porta.core.CoreExceptionTest
171    9         4       0        5 com.sap.netweaver.porta.core.ServerStateTest
172    5         3       0        4 com.sap.netweaver.porta.core.LifecycleManagerTest
173   18         6       0        7 com.sap.netweaver.porta.core.mock.DeployResultMockTest
174   32        10       0       11 com.sap.netweaver.porta.core.mock.ServerMockTest
175  112        28       0       29 com.sap.netweaver.porta.core.mock.CoreModuleMockTest
176  100        23       0       24 com.sap.netweaver.porta.core.mock.DeployManagerMockTest
177  173        20       0       21 com.sap.netweaver.porta.core.mock.ApplicationMockTest
178   71        24       0       25 com.sap.netweaver.porta.core.mock.LifecycleManagerMockTest
179   13         5       0        6 com.sap.netweaver.porta.core.mock.ServerFactoryTest
180    5         3       0        4 com.sap.netweaver.porta.core.DeployResultTest
181   21         7       0        8 com.sap.netweaver.porta.core.AuthenticationRefusedExceptionTest
182   61        15       0       16 com.sap.engine.services.dc.wsgate.GetVersionTest
183  122        29       0       30 com.sap.engine.services.dc.wsgate.ApplicationTest
184   91        22       0       23 com.sap.engine.services.dc.wsgate.OptionTest
185   77        19       0       20 com.sap.engine.services.dc.wsgate.DeployLocalResponseTest
186  236        47       0       48 com.sap.engine.services.dc.wsgate.DeployWSPortTypeBindingStubTest
187  110        24       0       25 com.sap.engine.services.dc.wsgate.DeployWSPortTypeProxyTest
188  146        35       0       36 com.sap.engine.services.dc.wsgate.StartTest
189  146        35       0       36 com.sap.engine.services.dc.wsgate.DeployLocalTest
190   77        19       0       20 com.sap.engine.services.dc.wsgate.DeployResponseTest
191  188        31       0       32 com.sap.engine.services.dc.wsgate.DeployWSServiceLocatorTest
192   77        19       0       20 com.sap.engine.services.dc.wsgate.UndeployResponseTest
193  146        35       0       36 com.sap.engine.services.dc.wsgate.StopTest
194  135        24       0       25 com.sap.engine.services.dc.wsgate.DeployFaultTest
195  146        35       0       36 com.sap.engine.services.dc.wsgate.DeployTest
196    5         3       0        4 com.sap.engine.services.dc.wsgate.DeployWSPortTypeTest
197  110        27       0       28 com.sap.engine.services.dc.wsgate.ArchiveFileTest
198  130        31       0       32 com.sap.engine.services.dc.wsgate.DeployResultTest
199  146        35       0       36 com.sap.engine.services.dc.wsgate.UndeployTest
200   77        19       0       20 com.sap.engine.services.dc.wsgate.GetVersionResponseTest
201    5         3       0        4 com.sap.engine.services.dc.wsgate.DeployWSServiceTest
Average Object NCSS:                 86.66
Average Object Functions:            20.45
Average Object Inner Classes:         0.00
Average Object Javadoc Comments:     21.45
Program NCSS:                    18,691.00

 Nr. NCSS CCN JVDC Function
   1    3   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testServiceIdentifier_1()
   2    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testServiceIdentifier_2()
   3    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_1()
   4    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_2()
   5    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_3()
   6    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_4()
   7    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_5()
   8    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testEquals_6()
   9    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testGetDeserializer_1()
  10    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testGetMIdentifier_1()
  11    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testGetSerializer_1()
  12    3   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testGetTypeDesc_1()
  13    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testHashCode_1()
  14    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testHashCode_2()
  15    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testHashCode_3()
  16    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.testSetMIdentifier_1()
  17    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.setUp()
  18    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.tearDown()
  19    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifierTest.main(String[])
  20    3   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSAPHostControl_ServiceLocator_1()
  21    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSAPHostControl_ServiceLocator_2()
  22    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSAPHostControl_ServiceLocator_3()
  23    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_1()
  24    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_2()
  25    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_3()
  26    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_4()
  27    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_5()
  28    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_6()
  29    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_7()
  30    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_8()
  31    8   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPort_9()
  32    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPorts_1()
  33    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetPorts_2()
  34    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControl_1()
  35    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControl_2()
  36    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControl_3()
  37    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControl_4()
  38    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControl_5()
  39    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControlAddress_1()
  40    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetSAPHostControlWSDDServiceName_1()
  41    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testGetServiceName_1()
  42    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetEndpointAddress_1()
  43    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetEndpointAddress_2()
  44    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetEndpointAddress_3()
  45    7   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetEndpointAddress_4()
  46    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetSAPHostControlEndpointAddress_1()
  47    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.testSetSAPHostControlWSDDServiceName_1()
  48    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.setUp()
  49    1   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.tearDown()
  50    2   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocatorTest.main(String[])
  51    3   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testCIMObject_1()
  52    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testCIMObject_2()
  53    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_1()
  54    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_2()
  55    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_3()
  56    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_4()
  57    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_5()
  58    5   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testEquals_6()
  59    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testGetDeserializer_1()
  60    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testGetMMembers_1()
  61    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testGetMProperties_1()
  62    6   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testGetSerializer_1()
  63    3   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testGetTypeDesc_1()
  64    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_1()
  65    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_2()
  66    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_3()
  67    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_4()
  68    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_5()
  69    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_6()
  70    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_7()
  71    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_8()
  72    4   1    1 com.sap.managementconsole.soap.axis.saphostcontrol.CIMObjectTest.testHashCode_9()
