Nr.   Classes Functions      NCSS  Javadocs Package
109    5         3       0        4 org.jsecurity.authc.pam.ModularAuthenticationStrategyTest
110    5         3       0        4 org.jsecurity.config.ConfigurationTest
111   36        10       0       11 org.jsecurity.config.TextConfigurationTest
112  254        42       0       43 org.jsecurity.config.ReflectionBuilderTest
113   15         5       0        6 org.jsecurity.config.ResourceConfigurationTest
114  315        44       0       45 org.jsecurity.config.IniConfigurationTest
115   62        17       0       18 org.jsecurity.codec.HexTest
116   21         7       0        8 org.jsecurity.codec.CodecExceptionTest
117  127        33       0       34 org.jsecurity.codec.Base64Test
118  137        31       0       32 org.jsecurity.codec.CodecSupportTest
119    5         3       0        4 org.jsecurity.subject.SubjectTest
120  206        48       0       49 org.jsecurity.subject.AbstractRememberMeManagerTest
121    5         3       0        4 org.jsecurity.subject.MutablePrincipalCollectionTest
122    5         3       0        4 org.jsecurity.subject.RememberMeManagerTest
123    5         3       0        4 org.jsecurity.subject.PrincipalCollectionTest
124   21         7       0        8 org.jsecurity.subject.SubjectExceptionTest
125   21         7       0        8 org.jsecurity.subject.InvalidSubjectExceptionTest
126   36        10       0       11 org.jsecurity.session.UnknownSessionExceptionTest
127    5         3       0        4 org.jsecurity.session.SessionListenerRegistrarTest
128    5         3       0        4 org.jsecurity.session.SessionFactoryTest
129   36        10       0       11 org.jsecurity.session.StoppedSessionExceptionTest
130   36        10       0       11 org.jsecurity.session.InvalidSessionExceptionTest
131    5         3       0        4 org.jsecurity.session.SessionListenerTest
132   95        25       0       26 org.jsecurity.session.ProxiedSessionTest
133   36        10       0       11 org.jsecurity.session.ExpiredSessionExceptionTest
134   48        12       0       13 org.jsecurity.session.SessionExceptionTest
135   24         8       0        9 org.jsecurity.session.mgt.quartz.QuartzSessionValidationJobTest
136    5         3       0        4 org.jsecurity.session.mgt.SessionManagerTest
137   52        15       0       16 org.jsecurity.session.mgt.ImmutableProxiedSessionTest
138  205        23       0       24 org.jsecurity.session.mgt.DefaultSessionManagerTest
139  450        55       0       56 org.jsecurity.session.mgt.AbstractValidatingSessionManagerTest
140   70        18       0       19 org.jsecurity.session.mgt.ExecutorServiceSessionValidationSchedulerTest
141  121        31       0       32 org.jsecurity.session.mgt.DelegatingSessionTest
142    5         3       0        4 org.jsecurity.session.mgt.SessionValidationSchedulerTest
143  345        61       0       62 org.jsecurity.session.mgt.AbstractSessionManagerTest
144    5         3       0        4 org.jsecurity.session.mgt.ValidatingSessionTest
145    5         3       0        4 org.jsecurity.session.mgt.ValidatingSessionManagerTest
146    5         3       0        4 org.jsecurity.session.mgt.eis.SessionDAOTest
147  194        45       0       46 org.jsecurity.session.mgt.eis.CachingSessionDAOTest
148  173        29       0       30 org.jsecurity.authz.SimpleRoleTest
149   37        10       0       11 org.jsecurity.authz.HostUnauthorizedExceptionTest
150    5         3       0        4 org.jsecurity.authz.AuthorizationInfoTest
151  120        23       0       24 org.jsecurity.authz.SimpleAuthorizationInfoTest
152  507        90       0       91 org.jsecurity.authz.SimpleAuthorizingAccountTest
153    5         3       0        4 org.jsecurity.authz.PermissionTest
154   21         7       0        8 org.jsecurity.authz.AuthorizationExceptionTest
155    5         3       0        4 org.jsecurity.authz.AuthorizingAccountTest
156   10         4       0        5 org.jsecurity.authz.permission.WildcardPermissionResolverTest
157    5         3       0        4 org.jsecurity.authz.permission.PermissionResolverTest
158   15         5       0        6 org.jsecurity.authz.permission.InvalidPermissionStringExceptionTest
159   10         4       0        5 org.jsecurity.authz.permission.AllPermissionTest
160   78        18       0       19 org.jsecurity.authz.permission.WildcardPermissionTest
161   45        11       0       12 org.jsecurity.authz.aop.AnnotationsAuthorizingMethodInterceptorTest
162   20         6       0        7 org.jsecurity.authz.aop.AuthorizingMethodInterceptorTest
163   20         7       0        8 org.jsecurity.authz.aop.AuthenticatedAnnotationHandlerTest
164    8         4       0        5 org.jsecurity.authz.aop.RoleAnnotationMethodInterceptorTest
165    8         4       0        5 org.jsecurity.authz.aop.GuestAnnotationMethodInterceptorTest
166    8         4       0        5 org.jsecurity.authz.aop.PermissionAnnotationMethodInterceptorTest
167    5         3       0        4 org.jsecurity.authz.aop.AuthorizingAnnotationHandlerTest
168    8         4       0        5 org.jsecurity.authz.aop.AuthenticatedAnnotationMethodInterceptorTest
169   33        10       0       11 org.jsecurity.authz.aop.PermissionAnnotationHandlerTest
170   32         9       0       10 org.jsecurity.authz.aop.AuthorizingAnnotationMethodInterceptorTest
171   28         9       0       10 org.jsecurity.authz.aop.RoleAnnotationHandlerTest
172    8         4       0        5 org.jsecurity.authz.aop.UserAnnotationMethodInterceptorTest
173    5         3       0        4 org.jsecurity.mgt.SecurityManagerFactoryTest
174   53        14       0       15 org.jsecurity.mgt.CachingSecurityManagerTest
175    5         3       0        4 org.jsecurity.aop.MethodInvocationTest
176    9         4       0        5 org.jsecurity.aop.MethodInterceptorSupportTest
177   43        11       0       12 org.jsecurity.aop.AnnotationMethodInterceptorTest
178   25         7       0        8 org.jsecurity.aop.AnnotationHandlerTest
Average Object NCSS:                 78.85
Average Object Functions:            15.72
Average Object Inner Classes:         0.00
Average Object Javadoc Comments:     16.72
Program NCSS:                    15,330.00

 Nr. NCSS CCN JVDC Function
   1    1   1    1 org.jsecurity.jndi.JndiCallbackTest.setUp()
   2    1   1    1 org.jsecurity.jndi.JndiCallbackTest.tearDown()
   3    2   1    1 org.jsecurity.jndi.JndiCallbackTest.main(String[])
   4    3   1    1 org.jsecurity.jndi.JndiTemplateTest.testJndiTemplate_1()
   5    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testJndiTemplate_2()
   6    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testBind_1()
   7    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testBind_2()
   8    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testBind_3()
   9    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testCreateInitialContext_1()
  10    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testCreateInitialContext_2()
  11    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testCreateInitialContext_3()
  12    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testExecute_1()
  13    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testExecute_2()
  14    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testExecute_3()
  15    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testGetEnvironment_1()
  16    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_1()
  17    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_2()
  18    6   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_3()
  19    6   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_4()
  20    6   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_5()
  21    6   1    1 org.jsecurity.jndi.JndiTemplateTest.testLookup_6()
  22    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testRebind_1()
  23    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testRebind_2()
  24    5   1    1 org.jsecurity.jndi.JndiTemplateTest.testRebind_3()
  25    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testSetEnvironment_1()
  26    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testUnbind_1()
  27    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testUnbind_2()
  28    4   1    1 org.jsecurity.jndi.JndiTemplateTest.testUnbind_3()
  29    1   1    1 org.jsecurity.jndi.JndiTemplateTest.setUp()
  30    1   1    1 org.jsecurity.jndi.JndiTemplateTest.tearDown()
  31    2   1    1 org.jsecurity.jndi.JndiTemplateTest.main(String[])
  32    5   1    1 org.jsecurity.cache.HashtableCacheManagerTest.testGetCache_1()
  33    1   1    1 org.jsecurity.cache.HashtableCacheManagerTest.setUp()
  34    1   1    1 org.jsecurity.cache.HashtableCacheManagerTest.tearDown()
  35    2   1    1 org.jsecurity.cache.HashtableCacheManagerTest.main(String[])
  36    1   1    1 org.jsecurity.cache.CacheTest.setUp()
  37    1   1    1 org.jsecurity.cache.CacheTest.tearDown()
  38    2   1    1 org.jsecurity.cache.CacheTest.main(String[])
  39    3   1    1 org.jsecurity.cache.CacheExceptionTest.testCacheException_1()
  40    4   1    1 org.jsecurity.cache.CacheExceptionTest.testCacheException_2()
  41    4   1    1 org.jsecurity.cache.CacheExceptionTest.testCacheException_3()
  42    5   1    1 org.jsecurity.cache.CacheExceptionTest.testCacheException_4()
  43    1   1    1 org.jsecurity.cache.CacheExceptionTest.setUp()
  44    1   1    1 org.jsecurity.cache.CacheExceptionTest.tearDown()
  45    2   1    1 org.jsecurity.cache.CacheExceptionTest.main(String[])
  46    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testEhCache_1()
  47    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testEhCache_2()
  48    3   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testClear_1()
  49    3   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testClear_2()
  50    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGet_1()
  51    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGet_2()
  52    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGet_3()
  53    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGet_4()
  54    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGetDiskStoreSize_1()
  55    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGetMemoryStoreSize_1()
  56    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGetMemoryUsage_1()
  57    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGetMemoryUsage_2()
  58    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testGetMemoryUsage_3()
  59    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testKeys_1()
  60    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testKeys_2()
  61    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testKeys_3()
  62    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testPut_1()
  63    5   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testPut_2()
  64    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testRemove_1()
  65    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testRemove_2()
  66    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testSize_1()
  67    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testToString_1()
  68    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testValues_1()
  69    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testValues_2()
  70    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testValues_3()
  71    4   1    1 org.jsecurity.cache.ehcache.EhCacheTest.testValues_4()
  72    1   1    1 org.jsecurity.cache.ehcache.EhCacheTest.setUp()
  73    1   1    1 org.jsecurity.cache.ehcache.EhCacheTest.tearDown()
  74    2   1    1 org.jsecurity.cache.ehcache.EhCacheTest.main(String[])
  75    3   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testEhCacheManager_1()
  76    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testDestroy_1()
  77    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testDestroy_2()
  78    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_1()
  79    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_2()
  80    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_3()
  81    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_4()
  82    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_5()
  83    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_6()
  84    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_7()
  85    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_8()
  86    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_9()
  87    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_10()
  88    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_11()
  89    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_12()
  90    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_13()
  91    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_14()
  92    7   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCache_15()
  93    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCacheManager_1()
  94    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCacheManagerConfigFile_1()
  95    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCacheManagerConfigFileInputStream_1()
  96    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testGetCacheManagerConfigFileInputStream_2()
  97    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_1()
  98    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_2()
  99    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_3()
 100    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_4()
 101    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_5()
 102    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_6()
 103    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_7()
 104    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_8()
 105    5   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testInit_9()
 106    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testSetCacheManager_1()
 107    6   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.testSetCacheManagerConfigFile_1()
 108    1   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.setUp()
 109    1   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.tearDown()
 110    2   1    1 org.jsecurity.cache.ehcache.EhCacheManagerTest.main(String[])
 111    1   1    1 org.jsecurity.cache.CacheManagerAwareTest.setUp()
 112    1   1    1 org.jsecurity.cache.CacheManagerAwareTest.tearDown()
 113    2   1    1 org.jsecurity.cache.CacheManagerAwareTest.main(String[])
 114    3   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testJndiRealmFactory_1()
 115    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testGetJndiNames_1()
 116    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testGetRealms_1()
 117    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testGetRealms_2()
 118    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testGetRealms_4()
 119    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testSetJndiNames_1()
 120    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testSetJndiNames_2()
 121    5   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.testSetJndiNames_3()
 122    1   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.setUp()
 123    1   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.tearDown()
 124    2   1    1 org.jsecurity.realm.jndi.JndiRealmFactoryTest.main(String[])
 125    1   1    1 org.jsecurity.realm.RealmTest.setUp()
 126    1   1    1 org.jsecurity.realm.RealmTest.tearDown()
 127    2   1    1 org.jsecurity.realm.RealmTest.main(String[])
 128    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_1()
 129    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_2()
 130    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_3()
 131    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_4()
 132    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_5()
 133    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationInfo_6()
 134    4   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetAuthenticationTokenClass_1()
 135    4   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testGetCredentialsMatcher_1()
 136    4   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testOnLogout_1()
 137    4   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testSetAuthenticationTokenClass_1()
 138    4   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testSetCredentialsMatcher_1()
 139    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testSupports_1()
 140    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testSupports_2()
 141    5   1    1 org.jsecurity.realm.AuthenticatingRealmTest.testSupports_3()
 142    1   1    1 org.jsecurity.realm.AuthenticatingRealmTest.setUp()
 143    1   1    1 org.jsecurity.realm.AuthenticatingRealmTest.tearDown()
 144    2   1    1 org.jsecurity.realm.AuthenticatingRealmTest.main(String[])
 145    3   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testSimpleAccountRealm_1()
 146    4   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testSimpleAccountRealm_2()
 147    4   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testAccountAndRoleCachesCreated_1()
 148    6   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testAccountExists_1()
 149    6   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testAccountExists_2()
 150    5   1    1 org.jsecurity.realm.SimpleAccountRealmTest.testAdd_1()
