Nr.   Classes Functions      NCSS  Javadocs Package
132    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.column_spec_return
133    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.command_return
134    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.commands_return
135    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.comment_return
136    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.constraint_detail_return
137    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.constraint_spec_return
138    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.create_index_return
139    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.create_sequence_return
140    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.create_table_return
141    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.default_value_return
142    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.drop_index_return
143    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.drop_pk_return
144    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.drop_sequence_return
145    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.drop_table_return
146    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.equality_expression_return
147    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.exclusive_or_expression_return
148    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.expression_list_return
149    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.expression_return
150    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.foreign_key_constraint_return
151    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.fractionDigits_return
152    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.in_expression_return
153    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.index_name_return
154    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.inline_constraint_return
155    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.keyword_return
156    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.literal_return
157    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.multiplicative_expression_return
158    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.name_list_return
159    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.name_return
160    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.null_comparison_return
161    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.nullability_return
162    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_config_return
163    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_configs_return
164    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_flag_return
165    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_key_return
166    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_lob_config_return
167    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_lob_index_return
168    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_lob_return
169    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_partition_spec_return
170    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_storage_opt_return
171    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.ora_storage_spec_return
172    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.partition_part_config_return
173    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.partition_part_return
174    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.partition_parts_return
175    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.partition_value_spec_return
176    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.primary_key_constraint_return
177    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.primary_return
178    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.qualified_name_return
179    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.relational_expression_return
180    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.size_return
181    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.size_uom_return
182    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.sub_partition_config_return
183    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.table_comment_details_return
184    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.table_detail_return
185    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.table_details_return
186    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.table_mutation_return
187    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.table_name_return
188    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.type_return
189    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.unary_expression_return
190    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.unique_constraint_return
191    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.value_list_return
192    4         1       0        0 org.databene.jdbacl.sql.parser.SQLParser.value_return
193  315        44       0        1 org.databene.jdbacl.SQLUtil
194   31         6       0        1 org.databene.jdbacl.ResultSetConverter
195    5         2       0        1 org.databene.jdbacl.dialect.HSQL2Dialect
196   24         8       0        1 org.databene.jdbacl.dialect.DerbyDialect
197   47        13       0        1 org.databene.jdbacl.dialect.HSQLDialect
198   21         9       0        1 org.databene.jdbacl.dialect.MySQLDialect
199   54        17       0        1 org.databene.jdbacl.dialect.FirebirdDialect
200   17         7       0        1 org.databene.jdbacl.dialect.UnknownDialect
201   29         8       0        1 org.databene.jdbacl.dialect.SqlServerDialect
202   21         3       0        1 org.databene.jdbacl.dialect.H2Util
203   49        14       0        1 org.databene.jdbacl.dialect.PostgreSQLDialect
204   35         8       0        1 org.databene.jdbacl.dialect.Derby10_6Dialect
205   28         4       0        1 org.databene.jdbacl.dialect.HSQLUtil
206  138        18       0        1 org.databene.jdbacl.dialect.OracleDialect
207   48        15       0        1 org.databene.jdbacl.dialect.H2Dialect
208    5         2       0        1 org.databene.jdbacl.dialect.Firebird2_5Dialect
209   26         8       0        1 org.databene.jdbacl.dialect.DB2Dialect
210  381        54       0        5 org.databene.jdbacl.DBUtil
211   11         2       0        1 org.databene.jdbacl.ColumnInfo
Average Object NCSS:                 60.24
Average Object Functions:             7.37
Average Object Inner Classes:         0.40
Average Object Javadoc Comments:      0.68
Program NCSS:                    13,296.00

 Nr. NCSS CCN JVDC Function
   1    2   1    0 org.databene.jdbacl.swing.TextFieldValueProvider.TextFieldValueProvider(JTextField)
   2    2   1    0 org.databene.jdbacl.swing.TextFieldValueProvider.getValue()
   3    2   1    0 org.databene.jdbacl.swing.DatabaseTree.DatabaseTree(TreeModel)
   4    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentSelector()
   5    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.getSelectedItem()
   6    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.FilenameFilter.accept(File,String)
   7    8   2    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.EnvironmentModel()
   8    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.getElementAt(int)
   9    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.getSize()
  10    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.getSelectedItem()
  11    2   1    0 org.databene.jdbacl.swing.EnvironmentSelector.EnvironmentModel.setSelectedItem(Object)
  12    5   1    0 org.databene.jdbacl.swing.JdbaclGUI.main(String[])
  13    7   3    0 org.databene.jdbacl.swing.JdbaclGUI.ActionListener.actionPerformed(ActionEvent)
  14   18   1    0 org.databene.jdbacl.swing.JdbaclGUI.JdbaclGUI()
  15   10   1    0 org.databene.jdbacl.swing.JdbaclGUI.createToolBar()
  16    2   1    0 org.databene.jdbacl.swing.JdbaclGUI.AbstractAction.actionPerformed(ActionEvent)
  17    2   1    0 org.databene.jdbacl.swing.JdbaclGUI.AbstractAction.actionPerformed(ActionEvent)
  18   20   3    0 org.databene.jdbacl.swing.JdbaclGUI.createMenuBar()
  19    2   1    0 org.databene.jdbacl.swing.JdbaclGUI.about()
  20    3   1    0 org.databene.jdbacl.swing.JdbaclGUI.exit()
  21    6   2    0 org.databene.jdbacl.swing.JdbaclGUI.saveState()
  22    4   2    0 org.databene.jdbacl.swing.JdbaclGUI.restoreState()
  23    5   1    0 org.databene.jdbacl.swing.DatabasePane.DatabasePane(TextFieldValueProvider)
  24    8   4    0 org.databene.jdbacl.swing.DatabasePane.setEnvironment(String)
  25    2   1    0 org.databene.jdbacl.swing.DatabasePane.Importer.Importer(String)
  26    3   1    0 org.databene.jdbacl.swing.DatabasePane.Importer.Runnable.run()
  27   19   3    0 org.databene.jdbacl.swing.DatabasePane.Importer.run()
  28    2   1    0 org.databene.jdbacl.ResultSetDataIterator.ResultSetDataIterator(ResultSet)
  29    7   5    0 org.databene.jdbacl.ResultSetDataIterator.ResultSetDataIterator(ResultSet,String)
  30   10   5    0 org.databene.jdbacl.ResultSetDataIterator.getColumnLabels()
  31    2   1    0 org.databene.jdbacl.ResultSetDataIterator.getType()
  32   11   8    0 org.databene.jdbacl.ResultSetDataIterator.next(ResultSet)
  33    6   3    0 org.databene.jdbacl.ResultSetDataIterator.close()
  34    2   1    0 org.databene.jdbacl.ResultSetDataIterator.toString()
  35   12   4    0 org.databene.jdbacl.Main.main(String[])
  36    4   1    0 org.databene.jdbacl.Main.printErrorAndHelpAndExit(String,int)
  37    3   1    0 org.databene.jdbacl.Main.printHelpAndExit(int)
  38    5   1    0 org.databene.jdbacl.Main.printHelp()
  39    3   1    0 org.databene.jdbacl.model.DBProcedure.DBProcedure(String,DBPackage)
  40    2   1    0 org.databene.jdbacl.model.DBProcedure.getObjectId()
  41    2   1    0 org.databene.jdbacl.model.DBProcedure.setObjectId(String)
  42    2   1    0 org.databene.jdbacl.model.DBProcedure.getSubProgramId()
  43    2   1    0 org.databene.jdbacl.model.DBProcedure.setSubProgramId(String)
  44    2   1    0 org.databene.jdbacl.model.DBProcedure.getOverload()
  45    2   1    0 org.databene.jdbacl.model.DBProcedure.setOverload(String)
  46    7   8    0 org.databene.jdbacl.model.DBProcedure.isIdentical(DBObject)
  47    2   1    0 org.databene.jdbacl.model.DBIndex.DBIndex()
  48    4   1    0 org.databene.jdbacl.model.DBIndex.DBIndex(String,boolean,DBTable)
  49    1   1    0 org.databene.jdbacl.model.DBIndex.isUnique()
  50    1   1    0 org.databene.jdbacl.model.DBIndex.getColumnNames()
  51    1   1    0 org.databene.jdbacl.model.DBIndex.addColumnName(String)
  52    2   1    0 org.databene.jdbacl.model.DBIndex.getName()
  53    2   1    0 org.databene.jdbacl.model.DBIndex.isNameDeterministic()
  54    7   9    0 org.databene.jdbacl.model.DBIndex.equals(Object)
  55    2   1    0 org.databene.jdbacl.model.DBIndex.hashCode()
  56    7   2    0 org.databene.jdbacl.model.DBIndex.toString()
  57    3   1    0 org.databene.jdbacl.model.DBNonUniqueIndex.DBNonUniqueIndex(String,boolean,DBTable,String)
  58    2   1    0 org.databene.jdbacl.model.DBNonUniqueIndex.isUnique()
  59    2   1    0 org.databene.jdbacl.model.DBNonUniqueIndex.getColumnNames()
  60    2   1    0 org.databene.jdbacl.model.DBNonUniqueIndex.addColumnName(String)
  61    7   8    0 org.databene.jdbacl.model.DBNonUniqueIndex.isIdentical(DBObject)
  62    2   1    0 org.databene.jdbacl.model.csv.CSVModelExporter.CSVModelExporter(File)
  63    9   1    0 org.databene.jdbacl.model.csv.CSVModelExporter.export(Database)
  64   10   3    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportColumns(Database)
  65   13   4    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportPrimaryKeys(Database)
  66   11   4    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportUniqueKeys(Database)
  67   16   4    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportForeignKeys(Database)
  68   12  10    0 org.databene.jdbacl.model.csv.CSVModelExporter.renderChangeRule(FKChangeRule)
  69   10   3    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportChecks(Database)
  70   11   4    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportIndexes(Database)
  71    9   2    0 org.databene.jdbacl.model.csv.CSVModelExporter.exportSequences(Database)
  72    2   1    0 org.databene.jdbacl.model.csv.CSVModelExporter.createPrintWriter(File)
  73    1   1    0 org.databene.jdbacl.model.DBColumn.getType()
  74    1   1    0 org.databene.jdbacl.model.DBColumn.setType(DBDataType)
  75    1   1    0 org.databene.jdbacl.model.DBColumn.getSize()
  76    1   1    0 org.databene.jdbacl.model.DBColumn.setSize(Integer)
  77    1   1    0 org.databene.jdbacl.model.DBColumn.getFractionDigits()
  78    1   1    0 org.databene.jdbacl.model.DBColumn.setFractionDigits(Integer)
  79    1   1    0 org.databene.jdbacl.model.DBColumn.getDefaultValue()
  80    1   1    0 org.databene.jdbacl.model.DBColumn.setDefaultValue(String)
  81    1   1    0 org.databene.jdbacl.model.DBColumn.isUnique()
  82    1   1    0 org.databene.jdbacl.model.DBColumn.getUkConstraints()
  83    1   1    0 org.databene.jdbacl.model.DBColumn.addUkConstraint(DBUniqueConstraint)
  84    1   1    0 org.databene.jdbacl.model.DBColumn.getNotNullConstraint()
  85    1   1    0 org.databene.jdbacl.model.DBColumn.setNotNullConstraint(DBNotNullConstraint)
  86    1   1    0 org.databene.jdbacl.model.DBColumn.isNullable()
  87    1   1    0 org.databene.jdbacl.model.DBColumn.setNullable(boolean)
  88    1   1    0 org.databene.jdbacl.model.DBColumn.isVersionColumn()
  89    1   1    0 org.databene.jdbacl.model.DBColumn.setVersionColumn(boolean)
  90    1   1    0 org.databene.jdbacl.model.DBColumn.getForeignKeyConstraint()
  91    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.DefaultDBColumn(String,DBTable,DBDataType)
  92    9   4    0 org.databene.jdbacl.model.DefaultDBColumn.DefaultDBColumn(String,DBTable,int,String)
  93    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.DefaultDBColumn(String,DBTable,DBDataType,Integer)
  94   13   2    0 org.databene.jdbacl.model.DefaultDBColumn.DefaultDBColumn(String,DBTable,DBDataType,Integer,Integer)
  95    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getType()
  96    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setType(DBDataType)
  97    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getSize()
  98    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setSize(Integer)
  99    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getFractionDigits()
 100    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setFractionDigits(Integer)
 101    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getDefaultValue()
 102    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setDefaultValue(String)
 103    5   4    0 org.databene.jdbacl.model.DefaultDBColumn.isUnique()
 104    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getUkConstraints()
 105    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.addUkConstraint(DBUniqueConstraint)
 106    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.getNotNullConstraint()
 107    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setNotNullConstraint(DBNotNullConstraint)
 108    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.isNullable()
 109    7   3    0 org.databene.jdbacl.model.DefaultDBColumn.setNullable(boolean)
 110    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.isVersionColumn()
 111    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.setVersionColumn(boolean)
 112    5   4    0 org.databene.jdbacl.model.DefaultDBColumn.getForeignKeyConstraint()
 113    7  13    0 org.databene.jdbacl.model.DefaultDBColumn.equals(Object)
 114    2   1    0 org.databene.jdbacl.model.DefaultDBColumn.hashCode()
 115    6   2    0 org.databene.jdbacl.model.DefaultDBColumn.toString()
 116    6   7    0 org.databene.jdbacl.model.DefaultDBColumn.isIdentical(DBObject)
 117    7   8    0 org.databene.jdbacl.model.DefaultDBColumn.isEquivalent(DBObject)
 118    3   1    0 org.databene.jdbacl.model.cache.CachingDBImporter.CachingDBImporter(DBMetaDataImporter,String)
 119    7   4    0 org.databene.jdbacl.model.cache.CachingDBImporter.importDatabase()
 120    3   2    0 org.databene.jdbacl.model.cache.CachingDBImporter.close()
 121    4   1    0 org.databene.jdbacl.model.cache.CachingDBImporter.getCacheFile(String)
 122    2   1    0 org.databene.jdbacl.model.cache.CachingDBImporter.getCacheFile()
 123    6   3    0 org.databene.jdbacl.model.cache.CachingDBImporter.readCachedData(File)
 124    9   2    0 org.databene.jdbacl.model.cache.CachingDBImporter.importFreshData(File)
 125    7   2    0 org.databene.jdbacl.model.DBDataType.getInstance(String)
 126    9   3    0 org.databene.jdbacl.model.DBDataType.getInstance(int,String)
 127    2   1    0 org.databene.jdbacl.model.DBDataType.DBDataType(String)
 128    5   2    0 org.databene.jdbacl.model.DBDataType.DBDataType(int,String)
 129    2   1    0 org.databene.jdbacl.model.DBDataType.jdbcTypeFor(String)
 130    2   1    0 org.databene.jdbacl.model.DBDataType.getName()
 131    2   1    0 org.databene.jdbacl.model.DBDataType.getJdbcType()
 132    2   5    0 org.databene.jdbacl.model.DBDataType.isLOB()
